QUID,DWEIGHT_LIVE_FINAL,CS01,CS01_1,CS02,CS02_2,MTS01,MTS02,MTS03,MTS03_1,LMS01,LMS02,LMS02_1,LMS02_s,LMS03,LMS04,LMS05,LMS06,LMS07,LMS07_1,LMS07_2,LMS07_3a,LMS07_3b,LMS08,LMS08_s,LMS09a,LMS09b,LMS09c,LMS09d,LMS09e,LMS09f,LMS09g,LMS09f_s,SMS01a,SMS01b,SMS01c,SMS01d,SMS01d_s,SMS02,SMS03a,SMS03b,SMS03c,SMS03d,SMS04a,SMS04b,SMS04c,SMS04d,SMS04e,SMS04f,SMS04e_s,SMS05,MLA01,MLA02,MLA03,MLA03_1,MLA04,MLA04_1,LMA01,LMA02a_LS,LMA02b_LS,LMA02c_LS,LMA02d_LS,LMA02e_LS,LMA02f_LS,LMA02g_LS,LMA02h_LS,LMA02i_LS,LMA02j_LS,LMA02k_LS,LMA02l_LS,LMA02m_LS,LMA02n_LS,LMA02o_LS,LMA02p_LS,LMA02q_LS,LMA02r_LS,LMA02s_LS,LMA02f_1_LS,LMA02m_1_LS,LMA02q_1_LS,LMA02s_s_LS,LMA03a,LMA03b,LMA03c,LMA03d,LMA04a,LMA04b,LMA04c,LMA04d,LMA04e,LMA05a,LMA05b,LMA05c,LMA05d,LMA05d_1,SMA01,SMA02a,SMA02b,SMA02c,SMA02d,SMA03a,SMA03b,SMA03b_1,SMA04a,SMA04b,SMA04c,SMA04d,SMA04e,PLMA01,PLMA02a_LS,PLMA02b_LS,PLMA02c_LS,PLMA02d_LS,PLMA03a,PLMA03b,PLMA03c,PLMA03d,PLMA03e,PLMA04,PLMA05a,PLMA05b,PLMA05c,PLMA05d,PLMA05d_1,PSMA01,PSMA02a,PSMA02b,PSMA02c,PSMA02d,PSMA03a,PSMA03b,PSMA03c,PSMA03d,PSMA03e,PSMA04,PSMA05,MS04a,MS04b,MS04c,MS04b_s,MS04c_s,SECTORID,PLMA02a,PLMA02b,PLMA02c,PLMA02d,LMA02a,LMA02b,LMA02c,LMA02d,LMA03e,LMA04d_1,prov,ECO,prov_eco,mostcommonbe,mostcommonda,mostcommonpi,mostcommonpo,FarmType
Q33067034,2.116981132,#N/A,#N/A,1,5,3,#N/A,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,1,2,#N/A,#N/A,3,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,1,,Control and Ventilation,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ON,4,3504,#N/A,#N/A,#N/A,3,Poultry
Q33067099,3.793751368,#N/A,#N/A,#N/A,#N/A,1,2,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,1,#N/A,#N/A,,#N/A,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,1,,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,QC,2,2402,#N/A,#N/A,#N/A,3,Poultry
Q33067151,2.82689282,#N/A,#N/A,#N/A,#N/A,1,2,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,1,#N/A,#N/A,#N/A,,#N/A,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,1,,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,"Humidité chauffage,écart température,durée du.chauffage","Programme lumineux,contrôle de ventilation et chauffage",3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,QC,2,2402,#N/A,#N/A,#N/A,3,Poultry
Q33067163,3.826703537,#N/A,#N/A,#N/A,#N/A,1,2,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,1,#N/A,#N/A,#N/A,,#N/A,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,1,,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,QC,2,2402,#N/A,#N/A,#N/A,3,Poultry
Q33067246,3.815211935,#N/A,#N/A,#N/A,#N/A,1,2,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,1,#N/A,#N/A,#N/A,,#N/A,1,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,1,,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,,Ventilation - Contrôle edge - Lumière,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,QC,2,2402,#N/A,#N/A,#N/A,3,Poultry
Q33067254,2.959798463,1,5,#N/A,#N/A,3,#N/A,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,1,2,1,90,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,100,0,0,0,1,#N/A,#N/A,#N/A,#N/A,3,#N/A,1,1,1,"FEED,WATER CONSUMPTION",FEED DELIVERY AND VENTILLATION,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,AB,8,4808,#N/A,#N/A,#N/A,3,Poultry
Q33067277,2.96455699,#N/A,#N/A,#N/A,#N/A,1,2,3,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,1,#N/A,#N/A,#N/A,,#N/A,1,3,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BC,12,5912,#N/A,#N/A,#N/A,4,Poultry
Q33067310,3.356817782,#N/A,#N/A,1,5,1,2,3,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,1,#N/A,#N/A,,#N/A,2,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,1,,2,1,#N/A,#N/A,#N/A,1,38,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,#N/A,#N/A,#N/A,100,#N/A,1,3,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,soil testing,"GPS, Scov computer in barn",3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ON,3,3503,#N/A,#N/A,#N/A,3,Poultry
Q33067311,2.938603929,#N/A,#N/A,#N/A,#N/A,3,#N/A,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,,Barn ventilation,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BC,12,5912,#N/A,#N/A,#N/A,3,Poultry
Q33067347,7.312261038,3,#N/A,1,5,1,2,3,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,1,Storage in pile in covered concrete floor shed,#N/A,1,3,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,1,,3,1,#N/A,3,#N/A,1,100,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,#N/A,#N/A,10,90,1,1,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,1,,"Egg packer, GPS controlled field operations",3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ON,4,3504,#N/A,#N/A,#N/A,2,Poultry
Q33067357,2.947835585,#N/A,#N/A,#N/A,#N/A,3,#N/A,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,1,,barn computers,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BC,12,5912,#N/A,#N/A,#N/A,3,Poultry
Q33067363,2.955643582,#N/A,#N/A,#N/A,#N/A,1,2,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,1,in storage shead,#N/A,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,1,,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BC,12,5912,#N/A,#N/A,#N/A,4,Poultry
Q33067406,2.955008961,#N/A,#N/A,#N/A,#N/A,1,2,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,1,Storage in manure shed,#N/A,1,1,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,1,,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,1,,"ventilation, feeding & watering",3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BC,12,5912,#N/A,#N/A,#N/A,2,Poultry
Q33067505,3.438931034,1,5,#N/A,#N/A,1,2,1,2,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,1,#N/A,#N/A,,#N/A,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,1,,1,1,#N/A,1,150,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,50,#N/A,50,#N/A,1,#N/A,#N/A,#N/A,#N/A,3,#N/A,1,#N/A,#N/A,,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ON,3,3503,#N/A,#N/A,#N/A,3,Poultry
Q33067537,2.961372929,#N/A,#N/A,#N/A,#N/A,1,2,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,1,#N/A,#N/A,,#N/A,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,1,,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,video surveillance,"egg collection, barn ventilation, feed delivery",3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,AB,8,4808,#N/A,#N/A,#N/A,8,Poultry
Q33067553,2.831646288,#N/A,#N/A,1,5,1,2,3,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,1,#N/A,#N/A,,#N/A,1,1,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,1,,1,1,#N/A,#N/A,#N/A,1,250,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,50,#N/A,50,#N/A,#N/A,1,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ON,4,3504,#N/A,#N/A,#N/A,3,Poultry
Q33067566,1.399788597,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,aucune,aucun,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,QC,2,2402,#N/A,#N/A,#N/A,99,Poultry
Q33067641,2.956913643,#N/A,#N/A,#N/A,#N/A,3,#N/A,1,5,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BC,12,5912,#N/A,#N/A,#N/A,3,Poultry
